Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Pontificia Universidad Católica del Perú;Análisis y diseño de un sistema de gestión de seguridad de información basado en la norma ISO/IEC 27001:2005 para una empresa de producción y comercialización de productos de consumo masivo;Espinoza Aguinaga, Hans Ryan;Ingeniero Informático;Tupia Anticona, Manuel Francisco;"En los últimos 20 años la información se ha convertido en un activo muy importante
y crucial dentro de las organizaciones. Por esta razón la organización tiene la
necesidad de protegerla si es que la información tiene relación ya sea con el
negocio o con sus clientes.
Para gestionar la información y su seguridad, las entidades pueden adoptar alguna
de las normas y buenas prácticas existentes en el mercado.
Para el caso de una empresa del rubro de producción y distribución de alimentos de
consumo masivo, también aplica esta necesidad de proteger la información. Por
ejemplo, en unos de sus principales procesos que es el de producción, está
implicada información de gran importancia para la empresa, como “recetas” de
productos, programación de manufactura, sistemas que se usan, tipos de pruebas
de calidad de producto, etc., la cual debe estar resguardada correctamente para
evitar que dicha información se pierda o caiga en manos indebidas y así garantizar
que se logren los objetivos del negocio.
En el presente proyecto de fin de carrera se tomaran en cuenta los aspectos más
importantes de la norma ISO/IEC 27001:2005, a partir de los cuales se buscará
poder desarrollar cada una de las etapas del diseño de un sistema de gestión de
seguridad de información para que pueda ser empleado por una empresa dedicada
a la producción de alimentos de consumo masivo en el Perú, lo cual permitirá que
ésta cumpla con las normas de regulación vigentes en lo que respecta a seguridad
de información.
Para efectos del análisis de riesgos para este proyecto de tesis, se decidió trabajar
con el proceso de producción, ya que se consideró que era el proceso más
importante dentro del funcionamiento de la empresa. Este proceso de producción a
su vez se dividió en 4 subprocesos que lo conforman, los cuales fueron el proceso
de planificación, manufactura, calidad y bodegas e inventarios.";2013-11-20
Pontificia Universidad Católica del Perú;Desarrollo de un sistema web para la enseñanza de casos de uso empleando la técnica de aprendizaje cooperativo de rompecabezas;Chung Pinzás, Gerardo Yatsen;Ingeniero Informático;Pow Sang Portillo, José Antonio;"Jigsaw es una técnica de aprendizaje cooperativo que se basa en la contribución
de los estudiantes para alcanzar un objetivo común. Esta técnica también
conocida como Técnica de Rompecabezas propone la división de tareas o temas
parciales de una materia. De esta forma, cada miembro del grupo tendrá que
ejecutar una de estas tareas parciales, las cuales finalmente deberán ser
integradas por todos los miembros en conjunto.
La Técnica Jigsaw, fue desarrollada originalmente para la enseñanza dentro de
un salón de clases sin la participación de sistemas automatizados. Esta solución,
a pesar de las ventajas que brinda, puede presentar algunas desventajas debido
a la logística que requiere para implementarse.
Es por esos motivos que se propuso el desarrollo de un Sistema Web que
implemente la Técnica Jigsaw, el cual permitirá aprovechar conjuntamente las
ventajas que brinda la comunicación vía Internet, así como las contribuciones
propias de la técnica de aprendizaje cooperativo en mención.
El Sistema Web Jigsaw dará soporte a las tres fases que comprende una sesión
de clase que emplea esta técnica, las cuales se dividen en los módulos de:
Planificación, Ejecución y Evaluación. Estos módulos se encuentran
estrictamente relacionados ya que siguen los procesos de diseño, desarrollo y
evaluación de una Sesión de Clase Jigsaw respectivamente.
El módulo de Planificación tiene la principal responsabilidad de permitir el diseño
de cada sesión de clase. Aquí se plantean los datos de la sesión que constituirán
posteriormente la base de los objetivos y resultados esperados que permitirán
medir el progreso académico de los alumnos en una etapa posterior.
El módulo de Ejecución se encarga de llevar a cabo la ejecución de una sesión
de clase basada en la técnica del Rompecabezas. Permite el desarrollo paso a
paso de la técnica desde la lectura de materiales, documentos y casos hasta la
diagramación de la solución en los diferentes Grupos Jigsaw y Expertos.
Además cuenta con herramientas de comunicación en línea, los cuales
permitirán la interacción para la coordinación y elaboración de Casos de Uso. Además se contará con Foros de Discusión para el desarrollo y esclarecimiento
de algunas dudas sobre estos temas propuestos.
Finalmente el módulo de Evaluación permite la elaboración de preguntas y
evaluaciones por parte del tutor y docente. Así mismo brinda la posibilidad de
calificación manual y automática de las evaluaciones rendidas.
La presente tesis se desarrolló utilizando UML como lenguaje de modelamiento,
RUP para los procesos a realizar durante el trabajo y el lenguaje de
programación Java para el desarrollo del Sistema Web.";2013-11-13
Pontificia Universidad Católica del Perú;Implementación de un videojuego en 3D de realidad virtual orientado a la aplicación de pruebas psicotécnicas;Chávez La Valle, Joana Esther Lucero;Ingeniero Informático;Zapata Del Rio, Claudia María del Pilar;"En la actualidad, los procesos de selección son evaluados dentro de las
organizaciones en modo formulario y no simulan el entorno real, generando así que
el postulante presente un mayor índice de estrés al ser evaluado. Ello, sumado a
los costos logísticos elevados y los tiempos largos de evaluación se convierte en un
proceso complejo de gestionar dentro de las organizaciones.
Es por ello que se decide elaborar un videojuego de entorno virtual que ayude a
gestionar y evaluar el proceso de selección de postulantes a un puesto laboral que
se realiza en un área de recursos humanos. Al ser elaborado en modo videojuego
permitirá que se reduzca considerablemente el nivel de estrés de los participantes
en la evaluación de las pruebas. Asimismo, al situarse dentro de un entorno virtual,
las preguntas de las pruebas que sean de tipo situacional podrán ser planteadas
con mayor facilidad brindando una similitud con el mundo real. Una vez finalizado el
proceso de evaluación, se permitirá visualizar gráficos estadísticos con los
resultados de las pruebas que posteriormente servirán para tomar una decisión
sobre el postulante.
En el primer capítulo se describe detalladamente el problema que abarca el
proyecto y el contexto hacia el cual está dirigido. Asimismo, se detallan los
conceptos necesarios para el entendimiento del proyecto. Además de ello, se
describen las herramientas similares al proyecto en estudio. Luego se describe el
plan del proyecto para enseguida presentar la sustentación de la solución. En el
segundo capítulo se realiza un análisis del proyecto en cuanto a la metodología
utilizada, la viabilidad, la descripción de usuarios y de escenarios. Asimismo, se
realiza un análisis de las pruebas psicotécnicas incluidas en la solución. Además,
se analizan los requerimientos y el flujo que se seguirá dentro del proyecto. En el
tercer capítulo, se observa un análisis comparativo de las herramientas disponibles
para el desarrollo del proyecto. Además se describe la arquitectura de la solución y
el diseño de la interfaz gráfica, así como también se detalla el modo de
construcción del proyecto en cuanto a la base de datos y la codificación interna.
Asimismo, se observan las pruebas correspondientes al proyecto las cuales
permitirán verificar si se ha logrado cumplir con los objetivos planteados.
Finalmente, en el cuarto capítulo, se detallan las observaciones, conclusiones,
recomendaciones y trabajos futuros del proyecto.";2013-11-08
Pontificia Universidad Católica del Perú;Desarrollo e implementación de una herramienta gráfica para la configuración remota de una VPN con routers Cisco;Alva Maldonado, Eduardo;Ingeniero Informático;Daly Scaletti, Corrado Pablo Guillermo;"En la última década, con el avance de la tecnología, Internet y las telecomunicaciones han hecho que las grandes empresas e inclusive las pymes hayan cambiado su forma de trabajar. En la actualidad, las empresas quieren expandir sus mercado, por ello ubican sus locales en distintos distritos, provincias y/o departamentos, lo cual se vislumbra la necesidad de poder mantener una comunicación segura, confiable, rápida y lo que es aún más importante a un costo regular, entre todos los locales de una misma empresa con el fin de compartir información importante como precios de producto, balances y otra información que pueda ser crítica.
Ante este problema existen soluciones que permitan la comunicación entre locales; la más común y que se usa constantemente es la del uso de Internet para envío de información, el cual no siempre brinda el nivel de seguridad que la empresa requiera. También, se pueden adquirís servicios dedicados a conexión entre locales a un proveedor, pero estos son muy caros y el precio se multiplica por la variables de número de locales y distancia entre los mismos; por tanto para poder mantener una comunicación segura, confiable, rápida y a un costo no excesivo, es necesario buscar nuevas alternativas de intercomunicación entre locales que cumplan con estas características.
Una solución viable es la del uso de una Red Privada Virtual o VPN (Virtual Private Network) que permita a las empresas crear su propia red privada permitiendo conectar a los locales; sin embargo, realizar esto requiere de un conocimiento avanzando en la configuración de equipos (routers), ya que podría resultar un problema para un usuario en general si deseará realizarlo por su cuenta. Por tal motivo, que se suele, usualmente, contratar a una empresa tercera (comúnmente el proveedor que nos brinda el servicio de internet) para que realice esta configuración, incurriendo en un gasto.
Es por ello, que el siguiente proyecto busca desarrollar e implementar un herramienta gráfica que permita crear una VPN (Red Privad Virtual), usando la tecnología IOS de Cisco DMVPN, entre dos o más locales de forma rápida y sencilla; esto siempre y cuando cada local posea una salida a internet a través de un router Cisco de la seria 800 o superior. Esta herramienta le permitirá al usuario
ingresar la información mínima necesaria para la configuración de VPN sobre una interfaz gráfica y amigable, haciendo fácil su compresión para luego realizar la configuración de la VPN internamente sin complicar al usuario.";2013-11-07
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de un videojuego en 2D orientado a la ejercitación de la memoria y el desarrollo de la inteligencia espacial;Quispe Gonzales, Luis Alberto;Ingeniero Informático;Valencia Ibarra, Raúl Aurelio;"Hoy en día, el aspecto educacional es uno de los más importantes en todo país debido
a que una nación logra desarrollarse plenamente gracias al aporte de sus ciudadanos y
profesionales. Es aquí en donde surge el principal objetivo a conseguir con la presente
tesis, promover el desarrollo de las habilidades cognitivas de las personas.
La actual tesis presentará un videojuego que permitirá a toda persona que lo utilice
poder mejorar sus habilidades y destrezas a nivel cerebral debido a que se ha logrado
realizar un trabajo minucioso y exhaustivo sobre las bondades que debe poseer una
aplicación para poder cumplir este fin con gran eficacia.
Se ha decidido optar por esta solución debido a que, tras realizar un estudio del
mercado actual, no se ha identificado un videojuego a nivel local que permita cumplir
con estas necesidades. Si bien es cierto, a nivel global existen algunos videojuegos que
buscan acercarse al objetivo expuesto en la presente tesis aún no se ha logrado uno
que se consolide en cuanto al incentivo del desarrollo de las destrezas de los videojugadores.
Se propone el videojuego como una solución recreativa, académica en incluso médica a
la vez ya que permitirá a todo tipo de personas (niños, adultos, estudiantes,
profesionales, pacientes, entre otros) poder utilizarlo sin problemas debido a su intuitiva
y sencilla jugabilidad. Adicionalmente, las ventajas que ofrecerá el videojuego a
desarrollar, así como las habilidades que ayudarán son múltiples y variadas y abarca
aspectos desde la mejora de la memoria, pasando por la atención, velocidad, flexibilidad
y hasta incluso la mejora en la destreza de la solución de problemas.
El proyecto se desarrolla en un escenario real en el cual se pueden aplicar las mejores
prácticas de gestión y desarrollo de proyectos.";2013-10-25
Pontificia Universidad Católica del Perú;Implementación de un sistema de información para una clínica estética;Loyola Cruz, Katherine Rosario;Ingeniero Informático;Malca Chuquiruna, Raquel Beatriz;"El presente proyecto de fin de carrera tiene como propósito automatizar y facilitar la
administración de la clínica estética Slim Body, la cual tiene como fin brindar a sus
clientes una atención adecuada y reducir el tiempo de espera al mínimo posible.
Para ello, se realizó un análisis de los procesos del negocio y se encontró como
punto a trabajar la manera de gestionar las citas, entre otros. Por tal motivo se ha
desarrollado la solución CyCosmetic para cumplir con el propósito del caso de
estudio.
En el primer capítulo se define el problema y se realiza una descripción detallada
del problema para el cual se realiza la solución. Además, se hace una explicación
de los conceptos relacionados a una clínica estética y una aplicación web. Por otro
lado, se muestra una comparación entre las soluciones existentes para la gestión
de una clínica estética.
Luego, en el segundo capítulo se detalla el análisis del proyecto y se define el
sistema. Se describe la metodología aplicada y el porqué de su elección. También,
se identifican los requerimientos funcionales y no funcionales para el desarrollo de
la solución, se categorizan por módulos y se indica su prioridad. Asimismo, se
explica la viabilidad técnica y económica de la solución con restricciones de costo y
tiempo.
A continuación, una vez realizado el análisis se determina el diseño de la solución.
Por ello, en el tercer capítulo se describen las metas y restricciones de la
arquitectura de la solución. Además, se indican la vista lógica, de despliegue y de
implementación y se presentan los requerimientos de calidad. Del mismo modo, se
muestra diseño de interfaz gráfica del flujo principal del negocio.
Una vez analizada y diseñada la solución se realiza la construcción de ella. En el
cuarto capítulo se describe la tecnología a utilizar, los estándares de programación
y las estrategias de implantación. Posteriormente, se explican las estrategias de
pruebas unitarias y de casos de uso.
Finalmente, en el quinto capítulo se presentan las observaciones, conclusiones y
recomendaciones para trabajos futuros del proyecto.";2013-10-25
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de un sistema web y móvil para el soporte informático a la gestión de los servicios de atención que brindan las comisarías a la comunidad;Johnson Rojas, Pablo Ernesto;Ingeniero Informático;Baldeón Medrano, Johan Paúl;"En el Perú, la inseguridad ciudadana, en general, sigue siendo uno de los grandes
motivos de temor para la población. Este problema se ha ido incrementando a través
de los años por diversos factores como el desempleo, la falta de valores en la
sociedad, una mala calidad de educación, escasez de los recursos con los que cuentan
las entidades responsables para combatir este inconveniente, entre otros. Las
comisarías cuentan con diversos procesos que sostienen los diferentes servicios que
brindan a la comunidad. Estos procesos tales como registro de denuncias, información
y gestión de trámites personales, difusión a la comunidad de un mapa de delitos, entre
otros, suelen ser en su mayoría manuales, lentos y con información desactualizada.
Los factores mencionados impiden a las comisarías brindar un buen servicio a la
comunidad y no cumplir con salvaguardar la seguridad ciudadana. Además, se
identificó la carencia de un medio de comunicación rápido y en tiempo real entre las
comisarías y la comunidad.
La solución propuesta consiste en un sistema Web y un sistema Móvil, los cuales permitan dar
soporte informático a la gestión de los servicios que brinda una comisaría y proporcionar
información para la seguridad de los ciudadanos.
La memoria descriptiva cuenta con 7 capítulos que presentan la organización del proyecto de
tesis. En el capítulo 1 se describe el problema que se desea resolver, los objetivos, resultados,
métodos y procedimientos, las tecnologías utilizadas, el plan de proyecto y la sustentación de la
solución propuesta. En el capítulo 2 se describe el marco conceptual de la solución planteada y
el estado del arte donde se exponen ejemplos que resuelven parte del problema en la
actualidad. En el capítulo 3 se describen los requisitos funcionales y se desarrolla el análisis de
la solución que consiste en explicar la viabilidad del sistema en términos técnicos y de costo, y
se identifican el diagrama de clases inicial que constituye una base para el trabajo posterior. En
el capítulo 4 se describe la arquitectura seleccionada para cumplir con los requisitos planteados
del sistema, además se presenta también en este capítulo el diseño de la interfaz gráfica de la
aplicación, definiendo los criterios para la selección del diseño y las principales pantallas de la
aplicación con sus respectivas características. En el capítulo 5 se detalla cómo se ha aplicado la
tecnología seleccionada en la solución del problema. En el capítulo 6 se presentan las
observacion";2013-10-17
Pontificia Universidad Católica del Perú;Proceso de auditoría de la información y comunicación dentro del control interno según el marco Coso II - ERM;Villarroel Yabar, Victor Johao;Ingeniero Informático;Tupia Anticona, Manuel Francisco;"En la actualidad, las empresas financieras son exigidas por la superintendencia de
banca, seguros y AFP (SBS) a asegurar la efectividad de sus operaciones,
confiabilidad de los datos financieros y cumplir con las leyes y regulaciones aplicadas
al rubro. Para esto la SBS sugiere implementar el control interno propuesto por el
marco COSO II, dicho control interno tiene como pilares la información y la
comunicación, las cuales son muy importantes ya que sin ellas no se podría analizar
los riesgos y establecer las estrategias que los mitiguen, cumplir con la leyes y
normativas, minimizar pérdidas operacionales, exponer claramente la filosofía y
enfoque de la gestión de riesgos corporativos de la empresa, reforzar o modificar la
cultura de una empresa, etc.
En el presente proyecto de fin de carrera se ha realizado una investigación de las
normas y estándares internacionales, rescatándose los aspectos más saltantes de
cada norma y estándar, relacionados a la información y comunicación.
Se elaboró un proceso de auditoría para dos aspectos específicos del control interno:
información y comunicación según COSO II, dentro del cual se incluye una guía para
el relevamiento de evidencias para las variables información y comunicación del control
interno, así como también la documentación de hallazgos y conclusiones.
Así mismo para la elaboración del presente proyecto se empleó la metodología PDCA
propuesta por Walter A. Shewhart y para el desarrollo del proceso de auditorio se usó
como referencia el modelo COBIT 5.";2013-10-09
Pontificia Universidad Católica del Perú;Desarrollo de una solución para automatizar los procesos de atención de reclamos de una entidad financiera, utilizando un sistema de gestión por procesos de negocio BPMS;Calle Pintado, Lizet Estéfani;Ingeniero Informático;Berrocal Pérez-Albela, Jorge Alberto;"El presente proyecto de fin de carrera surge por la necesidad que tienen los
empleados de la unidad de gestión de soluciones de un banco hipotético (En
adelante llamado Banco ”ALFA”) de acceder de manera rápida a información de los
clientes del banco, ya que es necesaria para resolver los reclamos presentados por
los clientes. Y a su vez, la necesidad que tienen los jefes del área de contar con
indicadores de productividad de sus empleados e indicadores para el control de los
procesos de atención de reclamos. De esta manera, al tener disponible dicha
información en un único sistema, los usuarios se pueden centrar en analizar los
distintos casos de reclamos de clientes y resolverlos sin perder la trazabilidad de los
mismos. Por otro lado, los jefes de la misma área contarán con información para
tomar acciones que crean convenientes en aras de mejorar su gestión.
El procedimiento general a realizar por los empleados para acceder a la información
era recibir el reclamo presentado por el cliente en físico, leer el caso y según el
reclamo en particular se procedía a acceder a distintos sistemas del banco en
donde se encontraba información personal, crediticia y legal de los clientes. Luego,
cada vez que era necesaria una coordinación con otra área del banco, ésta se daba
vía correo electrónico o vía telefónica. Por eso, debían estar constantemente
pendientes del correo para revisar respuestas y buscar el reclamo de entre todos
los papeles acumulados en el escritorio, que corresponda al correo para terminar de
resolverlo.
Dicho procedimiento manual genera problemas tales como pérdida de tiempo en
consultas de información en los diversos sistemas. Al no contar con recordatorios
de tiempos límite de respuestas a clientes y coordinaciones con otras áreas, se
exceden en los plazos regulatorios para responder al cliente, lo cual en el peor de
los casos termina en una denuncia por parte del cliente.
Por lo tanto, este proyecto de fin de carrera consiste en el análisis, diseño e
implementación de una solución BPM para automatizar los procesos de atención de
reclamos, de la unidad de gestión de soluciones del banco “ALFA”, con el uso de un
software de gestión por procesos de negocio BPMS.";2013-10-09
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de una aplicación para administrar y consultar avisos clasificados para tabletas Android;Cornejo Aramayo, Jorge Fabrisio;Ingeniero Informático;Zapata Del Rio, Claudia María del Pilar;"El presente proyecto consiste en el análisis, diseño e implementación de una
aplicación para administrar la publicación y las consultas de avisos clasificados
estructurados para tabletas con sistema operativo Android, orientado a cualquier tipo
de usuario que desee interactuar con un aplicativo de fácil uso, con interfaces
amigables e intuitivas y que además integre las más usadas funcionalidades de las
herramientas (sitios web, aplicativos, periódicos, etc.) avocadas al rubro de los avisos
clasificados.
Un punto importante del presente trabajo es el mecanismo de sincronización de dos
bases de datos (una ubicada en un servidor remoto y la otra en el dispositivo móvil), el
cual permite la posibilidad de visualizar información sin conexión a internet, tal
mecanismo sucede en cortos instantes de conectividad, lo cual es suficiente para
generar tal ventaja.
El presente documento ha sido estructurado en cuatro capítulos, tal como se describe
a continuación:
En el capítulo 1, se define la identificación del problema, los objetivos, alcance, marco
conceptual, estado del arte y la planificación del proyecto.
En el capítulo 2, se define la metodología a utilizar y se detalla el Análisis realizado.
En el capítulo 3, se detallan los aspectos relacionados a la arquitectura, diseño,
estructura de datos y plan de pruebas de la aplicación.
En el capítulo 4, se describen las observaciones y las conclusiones del trabajo,
además de las recomendaciones en base a la experiencia obtenida.";2013-09-25
Pontificia Universidad Católica del Perú;Desarrollo de un sistema de fichas bibliográficas interactivas;Sáenz Musayón, Elizabeth del Pilar;Ingeniero Informático;Dávila Ramón, Abraham Eliseo;"El presente documento describe la implementación del sistema ELD, una aplicación
web para el registro y administración de fichas bibliográficas orientadas al trabajo
de un investigador y su grupo de investigación, tomando como base al Grupo de
Investigación y Desarrollo en Ingeniería de Software de la Pontificia Universidad
Católica del Perú (GIDIS - PUCP).
El proyecto de tesis se realizó con la finalidad de facilitar el almacenamiento y uso
compartido de las fichas bibliográficas para uno o varios grupos de investigación
(investigadores y asistentes), ya que la centralización de la información es un factor
importante para la colaboración colectiva de datos y/o hechos, y para ello se
desarrollo un sistema web que permite el acceso desde diversos dispositivos
conectados a internet en tiempo real.
La primera sección consiste en la descripción del marco teórico; en ella se detalla el
concepto de investigación bibliográfica, la descripción del problema planteado
según el uso de las fichas bibliográficas, la propuesta de la solución y el plan de
proyecto (planificación de la solución desarrollada, alcance y el cronograma de
actividades).
La segunda sección presenta la explicación de los conceptos relevantes para el
proyecto tales como: fichas bibliográficas, terminología usada (conocimientos
básicos del estudio, clasificación de las fichas y su empleo), software existente y
alternativas usadas en la actualidad.
La tercera sección consiste en el desarrollo del análisis de software; se considera
los siguientes puntos: la definición del producto contemplando los requerimientos
funcionales descritos en el alcance de la solución, diagramas de análisis
(planeamiento de los objetos que serán desarrollados para cada funcionalidad) y
pruebas de aceptación de GIDIS - PUCP.
La cuarta sección consiste en el desarrollo del diseño y construcción de software;
en ella se describe los conceptos generales de las herramientas empleadas en la
ejecución de la implementación, la arquitectura del software planteada (física y de la aplicación), diagramas de diseño (planteamiento de los objetos de clases definidos
en la arquitectura que citan a los métodos implementados en la programación),
modelamiento de la base de datos donde se almacenará la información obtenida en
los procesos, requerimientos de hardware y software, diseño de la interfaz gráfica
del usuario y las pruebas de software que se efectuarán para su óptimo
funcionamiento de la aplicación.
Finalmente, la quinta sección presenta las observaciones, conclusiones y
recomendaciones finales de la solución implementada. Describiendo facilidades
proporcionadas por la aplicación y su aporte al proceso de investigación, mitigando
esfuerzo y tiempo en el estudio.";2013-09-23
Pontificia Universidad Católica del Perú;Desarrollo de un sistema de información para soporte de decisiones en el proceso de planificación de compras en una mype comercial de productos para bisutería;Manottupa Loayza, Rocío;Ingeniero Informático;Berrocal Pérez-Albela, Jorge Alberto;"El presente proyecto de fin de carrera está dirigido a un sector de las Micro y Pequeñas Empresas (MYPEs) comerciales que conforman un considerable volumen en el mercado peruano, generando empleo y crecimiento en el país. Las empresas que venden productos no perecibles, pueden mantener en stock sus productos con el fin de tenerlos disponibles para cuando se desee colocarlos en tienda, venta por menor, o venderlos al por mayor desde el almacén.
En el caso de las MYPEs comerciales que venden productos para bisutería se producen sobrecostos debido a que normalmente tienen stock en exceso. Esto sucede porque en este tipo de empresas se realizan las compras sin una planificación adecuada, sino sólo basándose en la percepción de las ventas anteriores, lo cual no es suficiente para poder predecir con una mayor exactitud la cantidad de productos que debe adquirirse. Cuando se realizan las compras de esa manera, sucede que los productos que son comprados pueden mantenerse por largos periodos de tiempo en el almacén, y por lo tanto, producir costos de mantenimiento e impedimento de diversificación de productos por falta de espacio en almacén.
Además, usualmente en este tipo de empresas no se toman un control adecuado sobre la cantidad de productos que posee la tienda y el almacén, ya que manejan diferentes unidades para el almacenamiento de productos y para la venta. Es decir, pueden ser guardados en el almacén en paquetes de un tamaño grande o regular, y vendidas en otra más pequeña. Esto genera que no se pueda tener un conocimiento exacto sobre el volumen de productos que posee la empresa.
El Sistema de Información que se desarrolló en el presente proyecto sirve de soporte para el proceso de toma de decisiones al momento de planificar la cantidad de productos para bisutería que deben ser adquiridos por la MYPE. Además, se manejó el uso de las distintas unidades de un mismo producto para poder tener un mayor control de la cantidad que posee la empresa, así como también para la realización de un mejor
análisis en la planificación de compras.";2013-09-06
Pontificia Universidad Católica del Perú;Diseño de un sistema de gestión de seguridad de información para un instituto educativo;Aliaga Flores, Luis Carlos;Ingeniero Informático;Villena Aguilar, Moisés Antonio;"En el transcurrir de las últimas décadas, el tema de la seguridad de información se ha
convertido en un aspecto vital en la gestión de las organizaciones. Conforme van
saliendo a la luz incidentes de seguridad que afectan a grandes empresas
internacionalmente reconocidas, la sociedad cada vez más va tomando conciencia de
la importancia y el valor que representa la información. Estas incidencias ocurrieron
con mayor frecuencia en la década del 2000 con los famosos “Wikileaks”, los cuales,
entre otros informes, publicaron diversos documentos de gobiernos de distintos países
con contenido muy confidencial.
Frente a esta realidad, se observa que el no contar con un programa de seguridad de
información que brinde las garantías necesarias para la información en cualquier
organización, en medio de un mercado tan competitivo como el actual, representa una
desventaja considerable frente a empresas del mismo rubro que sí trabajan el tema
dentro de su cultura organizacional. Esta desventaja podría traer pérdidas muy graves,
tales como la pérdida de un número importante de clientes o de acuerdos laborales con
otras empresas, lo cual afectaría principalmente la parte financiera de la organización,
y finalmente podría, si las pérdidas llegan a ser críticas, llevar a la quiebra al negocio.
En el caso de instituciones educativas, se puede observar que éstas aún no toman a la
seguridad de información como prioridad. Así como también se observa que no existe
una cultura de seguridad transversal en dichas entidades. Si bien es cierto que aún no
existe una regulación del Ministerio de Educación, no se tendría que esperar que el
tema se regule para que recién tomar acción en el establecimiento de controles para
mitigar o reducir los riesgos a los que la información de estas entidades está expuesta.
Bajo este contexto, el presente proyecto brinda como alternativa el diseño de un
Sistema de Seguridad de Información (SGSI) para una institución educativa de nivel
superior, tomando la realidad de una entidad educativa local. La presente tesis se
enfoca en proteger la información de los procesos principales de esta institución
educativa siguiendo normas internacionales vigentes.";2013-09-02
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de un sistema de planificación de procesos productivos para pymes de textil y confecciones;Trujillo Díaz, Marlon David;Ingeniero Informático;Aguilera Serpa, César Augusto;"El sector textil y de confecciones es una de las industrias más importantes según el INEI (Instituto Nacional de Estadística e Informática). Para el primer trimestre del 2012 esta industria representó el 8.8% del PBI (Producto Bruto Interno) global [CEP2012] lo cual constituye un ingreso substancial para nuestro país. Uno de los factores de este desarrollo industrial son las pymes dedicadas a este sector que debido a esfuerzo, dedicación y sobretodo loable emprendimiento, han obtenido un crecimiento sostenido, el cual se ve reflejado en el desarrollo de grandes centros industriales y comerciales de textiles y confecciones como es el emporio comercial del distrito de “La Victoria” conocido como Gamarra.
Las pymes del parque industrial de textiles y confecciones, conocido como Gamarra, actualmente (2012) concentran más de 24 mil establecimientos dedicados a esta industria brindando trabajo a más de 51 mil personas, albergando a la clase emprendedora del país [ECG2012]. Sin embargo, esta clase emprendedora localizada en este emporio comercial, desde sus inicios, ha presentado problemas en su producción, tales como: la sobrecarga de capacidad de producción, el escaso control de costos de insumos, el descuido en los tiempos de entrega de los productos finales [ETC2006]. Así pues, estos problemas han impedido que las empresas puedan aprovechar al máximo oportunidades de desarrollo como son las exportaciones. Según el INEI, para el último trimestre del año 2011 las exportaciones para el sector textil y prendas de vestir ha aumentado en un 26.3% [CEP2012] lo cual ha significado una gran oportunidad para las pymes dedicadas a este sector.
En el presente proyecto se abordará esta problemática desarrollando un sistema de información que brinde apoyo a las pymes de textiles y confecciones de Gamarra y así poder realizar una mejora constante y mayor control en sus procesos productivos de confecciones de prendas de vestir. Se obtendrá, pues, información de un grupo de empresarios de textiles y confecciones de Gamarra para conocer la forma de operar de este tipo de empresas, así como, elaborar un perfil de usuario a partir de los cuales se obtendrá los requerimientos necesarios para el desarrollo del sistema y para los cuales estarán dirigidas las funcionalidades que se implementaran. Además, se emplearán metodologías que agilicen el desarrollo y culminación del proyecto. Así mismo, este sistema de planificación estará enfocado a pymes textiles y de confecciones en Gamarra basándose en un algoritmo de planificación implementado y aplicado a problemas de este tipo que optimizan el uso de recursos y los tiempos de
entrega de los productos finales. Estas mejoras ayudaran a la disminución de problemas en los procesos productivos presentados, lo cual significará una mejora en el desempeño de estas empresas textiles y de confecciones.";2013-08-29
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de una solución de inteligencia de negocios para el área de importaciones en una empresa comercializadora/importadora;Córdova Yupanqui, José Eduardo;Ingeniero Informático;Valencia Ibarra, Raúl Aurelio;"El presente proyecto de tesis consiste en analizar, diseñar e implementar una
solución de inteligencia de negocios, que permita realizar el análisis a nivel
gerencial del área de Importaciones y Logística dentro de una empresa que
comercializa e importa bienes y que tenga implantado un ERP para las
operaciones dentro de sus diversos procesos de negocio. La solución
consiste en una serie de elementos gráficos, flexibles y de acceso eficiente a
los datos ofrecidos desde distintos orígenes; permitiendo con ello, lograr un
análisis adecuado de los datos por volumen y distribuirlos por distintos filtros
como fechas, ubicación geográfica, proveedores internacionales, entre otros y
dar la facilidad a los usuarios para que interpreten mejor dicha información.
De igual modo, la solución permitirá a los usuarios de la alta dirección de las
organizaciones de este tipo de empresas tomar mejores decisiones a nivel de
gestión en relación a las compras de importación.";2013-08-22
